"forecast_date","target","target_end_date","location","type","quantile","value"
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.45,0.33125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.5,0.5
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.55,0.66875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.6,0.975
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.65,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.7,1.0375
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.75,1.4125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.8,1.8625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.85,2.3125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.9,2.7625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.95,3.2125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.975,3.6625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","quantile",0.99,3.92125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","09","point",NA,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.01,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.025,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.05,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.1,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.15,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.2,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.25,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.3,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.35,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.4,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.45,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.5,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.55,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.6,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.65,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.7,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.75,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.8,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.85,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.9,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.95,1.2125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.975,1.6625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","quantile",0.99,1.92125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","10","point",NA,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.01,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.025,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.05,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.1,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.15,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.2,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.25,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.3,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.35,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.4,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.45,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.5,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.55,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.6,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.65,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.7,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.75,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.8,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.85,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.9,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.95,1.6375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.975,2.9875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","quantile",0.99,3.76375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","10","point",NA,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.01,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.025,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.05,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.1,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.15,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.2,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.25,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.3,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.35,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.4,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.45,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.5,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.55,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.6,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.65,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.7,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.75,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.8,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.85,1.3125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.9,1.7625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.95,2.2125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.975,2.6625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","quantile",0.99,2.92125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","10","point",NA,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.01,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.025,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.05,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.1,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.15,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.2,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.25,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.3,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.35,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.4,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.45,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.5,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.55,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.6,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.65,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.7,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.75,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.8,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.85,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.9,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.95,1.2125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.975,1.6625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","quantile",0.99,1.92125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","10","point",NA,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.01,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.025,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.05,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.1,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.15,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.2,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.25,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.3,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.35,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.4,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.45,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.5,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.55,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.6,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.65,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.7,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.75,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.8,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.85,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.9,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.95,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.975,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","quantile",0.99,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","11","point",NA,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.01,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.025,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.05,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.1,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.15,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.2,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.25,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.3,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.35,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.4,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.45,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.5,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.55,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.6,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.65,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.7,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.75,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.8,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.85,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.9,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.95,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.975,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","quantile",0.99,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","11","point",NA,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.01,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.025,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.05,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.1,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.15,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.2,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.25,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.3,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.35,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.4,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.45,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.5,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.55,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.6,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.65,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.7,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.75,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.8,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.85,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.9,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.95,0.2125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.975,0.6625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","quantile",0.99,0.92125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","11","point",NA,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.01,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.025,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.05,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.1,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.15,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.2,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.25,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.3,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.35,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.4,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.45,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.5,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.55,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.6,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.65,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.7,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.75,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.8,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.85,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.9,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.95,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.975,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","quantile",0.99,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","11","point",NA,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.01,9.23625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.025,10.0125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.05,11.3625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.1,12
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.15,12
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.2,12
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.25,12
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.3,12
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.35,12
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.4,12.05
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.45,12.6625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.5,13
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.55,13.3375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.6,13.95
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.65,14
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.7,14
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.75,14
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.8,14
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.85,14
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.9,14
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.95,14.85
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.975,16.65
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","quantile",0.99,17.685
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","12","point",NA,13
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.01,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.025,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.05,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.1,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.15,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.2,6.1375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.25,6.5875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.3,6.9625
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.35,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.4,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.45,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.5,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.55,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.6,7.0875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.65,7.5125
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.7,7.925
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.75,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.8,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.85,8.625
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.9,9.525
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.95,10
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.975,10
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","quantile",0.99,10
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","12","point",NA,6
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.01,1.23625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.025,2.0125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.05,3.3625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.1,4.2375
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.15,4.6875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.2,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.25,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.3,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.35,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.4,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.45,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.5,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.55,5
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.6,5.0875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.65,5.5125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.7,6
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.75,6.825
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.8,7.725
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.85,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.9,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.95,8.425
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.975,9.325
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","quantile",0.99,9.8425
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","12","point",NA,5
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.01,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.025,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.05,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.1,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.15,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.2,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.25,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.3,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.35,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.4,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.45,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.5,0.5
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.55,1.00625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.6,1.925
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.65,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.7,2.075
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.75,2.825
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.8,3.725
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.85,4
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.9,4
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.95,4.2125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.975,4.6625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","quantile",0.99,4.92125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","12","point",NA,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.01,2.07875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.025,2.3375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.05,2.7875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.1,3.2375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.15,3.6875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.2,4.1375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.25,4.5875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.3,4.9625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.35,5
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.4,5.025
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.45,5.33125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.5,5.5
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.55,5.66875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.6,5.975
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.65,6
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.7,6.0375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.75,6.4125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.8,6.8625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.85,7
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","13","quantile",0.9,7
